name,ingredients_json,mood_labels,tags,category,instructions,glass,garnish,prep_time,difficulty,image_url,date
Cucumber Lime Mint Agua Fresca,"[{""name"":""cucumbers (ends trimmed, but peel still on, coarsely chopped)"",""measure"":""""},{""name"":""lime juice from fresh limes"",""measure"":""""},{""name"":""packed (spearmint) mint leaves, woody stems removed"",""measure"":""""},{""name"":""sugar"",""measure"":""""},{""name"":""water"",""measure"":""""},{""name"":""ice cubes"",""measure"":""""}]","energy_light_refreshing,time_aperitif","style_new_era,flavor_citrus,flavor_fruity,serve_long,occ_brunch",cat_soft_zero_proof,"Blend cucumbers, lime juice, mint leaves, sugar, and water until smooth, then strain into a pitcher over ice. Stir gently and serve chilled.",glass_coffee_mug,lime wedge + mint sprig,2 minutes,Easy,https://drive.google.com/file/d/1nyaZuwzu_yWpwYBMo1z2Yi-ELtl5hEH7/view?usp=drivesdk,2025-09-28
Cynar Spritz,"[{""name"":""Prosecco"",""measure"":""""},{""name"":""Cynar"",""measure"":""""},{""name"":""Club Soda"",""measure"":""""},{""name"":""Ice"",""measure"":""""},{""name"":""Lemon"",""measure"":""""},{""name"":""Olives"",""measure"":""""}]","energy_light_refreshing,time_aperitif","style_spritz,flavor_bitter,strength_moderate,serve_bubbly,occ_party",cat_spritz_sparkling,"Fill a glass with ice, then add equal parts Prosecco and Cynar, followed by a splash of club soda. Squeeze in a lemon wedge and garnish with olives.",glass_coffee_mug,olive,2 minutes,Easy,https://drive.google.com/file/d/1eDjjhezvBq5G2btrZoI5EKzI6DQQ82F5/view?usp=drivesdk,2025-09-28
Daddy don't go,"[{""name"":""Ron"",""measure"":""""},{""name"":""Fruit punch juice (Orange, pineapple and passion fruit)"",""measure"":""""},{""name"":""Ice"",""measure"":""""},{""name"":""Mint"",""measure"":""""}]","season_tropical,occ_party_high_energy","style_tiki,flavor_fruity,serve_on_rocks,season_summer",cat_tiki_tropical,"Fill a glass with ice, then combine Ron and fruit punch juice, stirring gently. Garnish with fresh mint.",glass_coffee_mug,mint sprig,2 minutes,Easy,https://drive.google.com/file/d/1WM57-X66FXt98LepOiVyZFnNDWI2o0xm/view?usp=drivesdk,2025-09-28
Daiquiri,"[{""name"":""White rum"",""measure"":""4.5 cl""},{""name"":""Lime juice"",""measure"":""2.5 cl""},{""name"":""Syrup"",""measure"":""1.5 cl""}]","energy_light_refreshing,time_aperitif","style_classic,style_sour_family,flavor_citrus,strength_moderate,serve_up",cat_short_shaken_citrus,"Combine 4.5 cl white rum, 2.5 cl lime juice, and 1.5 cl syrup in a shaker with ice, then strain into a chilled martini glass.",glass_martini,lime wheel,2 minutes,Easy,https://drive.google.com/file/d/1lv34T_d3mDNlXmSIs9NhXZJo-5fU4hRv/view?usp=drivesdk,2025-09-28
Dalgona Coffee,"[{""name"":""coffee powder"",""measure"":""""},{""name"":""sugar"",""measure"":""""},{""name"":""boiling water"",""measure"":""""},{""name"":""cold milk"",""measure"":""""}]","intent_espresso_kick,time_nightcap","flavor_coffee,diet_dairy,texture_creamy,style_contemporary_classic,occ_brunch",cat_coffee_tea,"Whisk equal parts coffee powder, sugar, and boiling water until frothy. Spoon the mixture over a glass of cold milk and serve.",glass_coffee_mug,none,3 minutes,Easy,https://drive.google.com/file/d/1bsBTIRxyGB3B0j5l6urZ2PW_05Akud-T/view?usp=drivesdk,2025-09-28
Damned if you do,"[{""name"":""Whiskey"",""measure"":""0.75 oz""},{""name"":""Hot Damn"",""measure"":""0.25 oz""}]","energy_bold_spirit_forward,occ_party_high_energy","style_classic,flavor_intense,strength_strong",cat_shot_shooter,Pour 0.75 oz of whiskey and 0.25 oz of Hot Damn into a shot glass. Consume as desired.,glass_shot,none,1 minute,Easy,https://drive.google.com/file/d/1JjVEkGpf7q8rwS-h1ITWtzXnBFPTkdeH/view?usp=drivesdk,2025-09-28
Danbooka,"[{""name"":""Coffee"",""measure"":""3 parts""},{""name"":""Everclear"",""measure"":""1 part""}]","energy_indulgent,time_nightcap","style_shot,flavor_coffee,strength_strong",cat_coffee_tea,Combine 3 parts coffee with 1 part Everclear in a coffee mug and mix well.,glass_coffee_mug,none,2 minutes,Easy,https://drive.google.com/file/d/1-dTH71qNRtM-1XejHBGW6ck4tDmraGwG/view?usp=drivesdk,2025-09-28
Danish Polar Bear,"[{""name"":""vodka (amount customisable)"",""measure"":""""},{""name"":""blue curaçao"",""measure"":""""},{""name"":""lemon soda"",""measure"":""""},{""name"":""Ice cubes or crushed ice cubes"",""measure"":""""}]","energy_light_refreshing,energy_bright_uplifting","style_contemporary_classic,flavor_citrus,serve_frozen,strength_low_abv",cat_highball_long,"Fill a glass with ice, then add vodka and blue curaçao. Top with lemon soda and stir gently to combine.",glass_coffee_mug,none,2 minutes,Easy,https://drive.google.com/file/d/1YPPiI8hJM-sUdigKu6wEDFLCLvV6Kke0/view?usp=drivesdk,2025-09-28
Danish Summer,"[{""name"":""Råstoff Strawberry-Rhubarb"",""measure"":""""},{""name"":""Sprite"",""measure"":""""},{""name"":""freshly squeezed lime"",""measure"":""""}]","energy_light_refreshing,energy_bright_uplifting","style_new_era,flavor_fruity,flavor_citrus,serve_bubbly,season_summer,setting_beach",cat_soft_zero_proof,"Combine Råstoff Strawberry-Rhubarb, Sprite, and freshly squeezed lime in a glass filled with ice, then stir gently to mix.",glass_coffee_mug,lime wedge,2 minutes,Easy,https://drive.google.com/file/d/1dU-oJ9sv-L8Hs5Vibf4lTbOFg2iOZR7Q/view?usp=drivesdk,2025-09-28
Dark 'n' Stormy,"[{""name"":""Dark rum"",""measure"":""6 cl""},{""name"":""Ginger beer"",""measure"":""10 cl""}]","energy_light_refreshing,season_tropical","style_classic,flavor_spicy,strength_moderate,serve_long",cat_highball_long,"Fill a highball glass with ice, pour in 6 cl of dark rum, and top with 10 cl of ginger beer. Garnish with a lime wedge.",glass_highball,lime wedge,2 minutes,Easy,https://drive.google.com/file/d/158Bp5hlSh9OVOAlNmJSQXITnNjN6PMIp/view?usp=drivesdk,2025-09-28
Dark and Stormy,"[{""name"":""Dark Rum"",""measure"":""5 cl""},{""name"":""Ginger Beer"",""measure"":""10 cl""}]","energy_light_refreshing,time_sundowner","style_classic,flavor_intense,serve_long",cat_highball_long,"Fill a highball glass with ice, pour in 5 cl of dark rum, and top with 10 cl of ginger beer.",glass_highball,none,2 minutes,Easy,https://drive.google.com/file/d/173sY6t9geO1K4YPXtjIM3F-vkzoLt98r/view?usp=drivesdk,2025-09-28
Dark Caipirinha,"[{""name"":""demerara Sugar"",""measure"":""2 tsp""},{""name"":""Lime"",""measure"":""1""},{""name"":""Cachaca"",""measure"":""2 1/2 oz""}]","energy_bold_spirit_forward,time_nightcap","style_classic,flavor_sour,strength_strong,origin_brazil",cat_highball_long,"Muddle 2 tsp of demerara sugar with lime wedges in a highball glass, then fill with ice cubes. Pour in 2 1/2 oz of cachaca and stir well.",glass_highball,lime wedge,3 minutes,Easy,https://drive.google.com/file/d/1yRCCUGEoXdAwfpkFoWaYW553UqHo-Ujh/view?usp=drivesdk,2025-09-28
Darkwood Sling,"[{""name"":""Cherry Heering"",""measure"":""1 part""},{""name"":""Soda water"",""measure"":""1 part""},{""name"":""Orange juice"",""measure"":""1 part""},{""name"":""Ice"",""measure"":""cubes""}]","energy_light_refreshing,time_aperitif","style_contemporary_classic,flavor_fruity,serve_long",cat_soft_zero_proof,"Combine 1 part Cherry Heering, 1 part Soda water, and 1 part Orange juice in a shaker with ice. Shake gently and strain into a cocktail glass filled with ice.",glass_martini,none,3 minutes,Easy,https://drive.google.com/file/d/1hjruHLUskdqGmglLIAsRBrDZWUNv_50G/view?usp=drivesdk,2025-09-28
Dawet,"[{""name"":""Rice Flours"",""measure"":""""},{""name"":""Cornstarch"",""measure"":""""},{""name"":""Water"",""measure"":""""}]","energy_light_refreshing,time_aperitif","style_tiki,flavor_sweet,serve_frozen,occ_party",cat_soft_zero_proof,"Mix rice flours and cornstarch with water until smooth, then freeze the mixture until slushy. Serve in a chilled glass, optionally garnished with a sprinkle of additional cornstarch for texture.",glass_coffee_mug,none,8 minutes,Easy,https://drive.google.com/file/d/1EjY3leB0E4U1wpvELgMowdFIw0x-B1RC/view?usp=drivesdk,2025-09-28
Dayak Onion Tea,"[{""name"":""Dayak onions"",""measure"":""""},{""name"":""water"",""measure"":""""},{""name"":""honey"",""measure"":""""}]","energy_relaxed,time_brunchy","style_new_era,flavor_sweet,serve_hot",cat_coffee_tea,"Combine Dayak onions and water in a pot, simmer until the onions are tender, then strain the liquid into a cup. Stir in honey to taste and serve hot.",glass_coffee_mug,none,1 minute,Easy,https://drive.google.com/file/d/1l9eatIm1E2e2csUYOM96FOq4UnTZIaEZ/view?usp=drivesdk,2025-09-28
Death in the Afternoon,"[{""name"":""Absinthe"",""measure"":""2 shots""},{""name"":""Champagne"",""measure"":""Top""}]","energy_light_refreshing,time_aperitif","style_classic,style_spritz,flavor_intense,strength_moderate,serve_bubbly",cat_spritz_sparkling,Pour 2 shots of absinthe into a chilled margarita glass and top with champagne.,glass_margarita,none,2 minutes,Easy,https://drive.google.com/file/d/1ra4EAZmtWzSgoyUzpHu_TVjU8IJIK6L8/view?usp=drivesdk,2025-09-28
Death in the Gulf Stream,"[{""name"":""Holland Gin"",""measure"":""""},{""name"":""Lime juice (freshly squeezed)"",""measure"":""""},{""name"":""Angostura Bitters"",""measure"":""""}]","energy_bold_spirit_forward,time_aperitif","style_classic,flavor_sour,flavor_bitter,strength_strong",cat_short_shaken_citrus,"Combine Holland Gin, freshly squeezed lime juice, and Angostura Bitters in a shaker with ice. Shake well and strain into a chilled glass.",glass_coffee_mug,lime twist,3 minutes,Medium,https://drive.google.com/file/d/1lZBUZo30sOxcX_IUgddSH1i9hTWXLcEe/view?usp=drivesdk,2025-09-28
Debonair,"[{""name"":""Ginger Liqueur"",""measure"":""""},{""name"":""Whiskey Scotch Single Malt"",""measure"":""""}]","energy_bold_spirit_forward,time_nightcap","style_contemporary_classic,flavor_intense,strength_strong",cat_liqueur_cordial,"Combine equal parts ginger liqueur and whiskey scotch single malt in a mixing glass with ice, stir until well chilled, then strain into a chilled coupe.",glass_coffee_mug,none,2 minutes,Easy,https://drive.google.com/file/d/1JYaQlJh-Ua5i7cCuq17sQMb6TkXo7-lk/view?usp=drivesdk,2025-09-28
Derby,"[{""name"":""Gin"",""measure"":""6 cl""},{""name"":"""",""measure"":""""},{""name"":"""",""measure"":""""}]","energy_light_refreshing,time_aperitif","style_classic,flavor_sour,strength_moderate",cat_unknown_other,"Combine 6 cl of gin with ice in a mixing glass, stir well, then strain into a chilled martini glass and garnish with mint leaves.",glass_martini,mint sprig,2 minutes,Easy,https://drive.google.com/file/d/1ylbvCaz4Rtlg99eI37cTuaOeE1boEUml/view?usp=drivesdk,2025-09-28
Desert Colada,"[{""name"":""Prickly Pear Syrup"",""measure"":""""},{""name"":""Cream of Coconut"",""measure"":""""},{""name"":""Rum"",""measure"":""""},{""name"":""Ice"",""measure"":""""},{""name"":""Pineapple Juice"",""measure"":""""}]","season_tropical,season_tiki","style_tiki,flavor_fruity,texture_creamy,serve_frozen,season_summer",cat_tiki_tropical,"Blend prickly pear syrup, cream of coconut, rum, pineapple juice, and ice until smooth. Serve in a chilled glass.",glass_coffee_mug,pineapple wedge,6 minutes,Medium,https://drive.google.com/file/d/18Kl1sBgA8Uc8ghvixj1dO22HQCRwc1Xd/view?usp=drivesdk,2025-09-28
Detox Green Juice,"[{""name"":""spinach"",""measure"":""""},{""name"":""orange juice"",""measure"":""""},{""name"":""mango"",""measure"":""""},{""name"":""celery"",""measure"":""""},{""name"":""parsley"",""measure"":""""},{""name"":""salt"",""measure"":""""}]","energy_light_refreshing,energy_bright_uplifting","style_new_era,flavor_citrus,flavor_fruity,diet_vegan,serve_long",cat_soft_zero_proof,"Blend spinach, orange juice, mango, celery, parsley, and a pinch of salt until smooth; serve in a tall glass.",glass_coffee_mug,none,1 minute,Easy,https://drive.google.com/file/d/16xBGy0ZAYWJig5NsFMJi82znZy57HJs_/view?usp=drivesdk,2025-09-28
Detox Green Tea,"[{""name"":""Green Tea"",""measure"":""""},{""name"":""Dried Basil"",""measure"":""""},{""name"":""Mint Leaves"",""measure"":""""},{""name"":""Honey"",""measure"":""""},{""name"":""Lemon"",""measure"":""""},{""name"":""Water"",""measure"":""""}]","energy_light_refreshing,time_aperitif","style_new_era,flavor_fruity,flavor_citrus,occ_brunch,diet_vegan",cat_coffee_tea,"Brew green tea and let it cool. Muddle dried basil and mint leaves in a pitcher, then add honey, lemon juice, and cooled tea. Stir in water, mix well, and serve over ice.",glass_coffee_mug,mint sprig + lemon wheel,2 minutes,Easy,https://drive.google.com/file/d/1vmMQrbosQpJ3NE8XdIY8kyDcavvoEHed/view?usp=drivesdk,2025-09-28
Devil's Ice Tea,"[{""name"":""Bacardi 151"",""measure"":""""},{""name"":""Rye Whiskey"",""measure"":""""},{""name"":""Tequila"",""measure"":""""},{""name"":""Gin Bombay Saphire"",""measure"":""""},{""name"":""Vodka"",""measure"":""""},{""name"":""Rum"",""measure"":""""},{""name"":""Brandy"",""measure"":""""},{""name"":""Dark Rum"",""measure"":""""},{""name"":""Triple Sec"",""measure"":""""},{""name"":""Lime Juice"",""measure"":""""},{""name"":""Lemon Juice"",""measure"":""""},{""name"":""Sweet and Sour"",""measure"":""""},{""name"":""Coke"",""measure"":""""}]","energy_bold_spirit_forward,occ_party_high_energy","style_classic,flavor_intense,strength_strong,serve_long",cat_coffee_tea,"Combine Bacardi 151, rye whiskey, tequila, gin, vodka, rum, brandy, dark rum, triple sec, lime juice, lemon juice, and sweet and sour in a shaker with ice. Shake well and strain into a tall glass filled with ice, then top with Coke.",glass_coffee_mug,none,6 minutes,Medium,https://drive.google.com/file/d/1ZRjBDydHOPSax3IFUgCtEtG_g03Hx07O/view?usp=drivesdk,2025-09-28
Devil's Own,"[{""name"":""Angostura Bitters"",""measure"":""""},{""name"":""Dry Vermouth"",""measure"":""""},{""name"":""Cointreau"",""measure"":""""},{""name"":""Gin"",""measure"":""""}]","energy_bold_spirit_forward,time_nightcap","style_classic,flavor_bitter,strength_moderate",cat_short_spirit_forward,"Combine Angostura Bitters, Dry Vermouth, Cointreau, and Gin in a mixing glass with ice, then strain into a chilled glass.",glass_coffee_mug,none,2 minutes,Medium,https://drive.google.com/file/d/1cA1hDCgRNax_66Sn7rXOdFQ7sZcVmNZZ/view?usp=drivesdk,2025-09-28
Diana's lips,"[{""name"":""Mezcal infused with cocoa beans and pink berries"",""measure"":""""},{""name"":""Lime juice"",""measure"":""""},{""name"":""Schweppes Tonic Hibiscus"",""measure"":""""},{""name"":""Lime"",""measure"":""""}]","energy_smoky_brooding,energy_cozy_warming","style_contemporary_classic,flavor_sour,flavor_intense,serve_bubbly",cat_highball_long,"Combine mezcal infused with cocoa beans and pink berries with lime juice in a shaker with ice, then strain into a glass and top with Schweppes Tonic Hibiscus. Garnish with a lime wedge.",glass_coffee_mug,lime wheel,3 minutes,Medium,https://drive.google.com/file/d/1b2-juAE0XAIeiUO3gm4IKLyaXYR30UeQ/view?usp=drivesdk,2025-09-28
Diesel,"[{""name"":""Lager"",""measure"":""1/2 pint""},{""name"":""Cider"",""measure"":""1/2 pint""},{""name"":""Blackcurrant cordial"",""measure"":""1 dash""}]","energy_relaxed,time_aperitif","style_new_era,flavor_fruity,serve_bubbly",cat_beer_cocktail,"Pour 1/2 pint of lager into a pint glass, add a dash of blackcurrant cordial, then top with 1/2 pint of cider, achieving a dark color similar to Guinness.",glass_pint,none,2 minutes,Easy,https://drive.google.com/file/d/1QJLMI9XNLo-VhPk_sMKw3Gpc_1TKGc8f/view?usp=drivesdk,2025-09-28
Dirty Martini,"[{""name"":""Vodka"",""measure"":""70ml/2fl oz""},{""name"":""Dry Vermouth"",""measure"":""1 tbsp""},{""name"":""Olive Brine"",""measure"":""2 tbsp""},{""name"":""Lemon"",""measure"":""1 wedge""},{""name"":""Olive"",""measure"":""1""}]","energy_bold_spirit_forward,occ_soiree","style_classic,flavor_savory,strength_strong,serve_up",cat_short_spirit_forward,"Combine vodka, dry vermouth, and olive brine with ice in a shaker and mix well. Rub the rim of a chilled cocktail glass with lemon, then fine strain the mixture into the glass and garnish with an olive.",glass_martini,olive,3 minutes,Medium,https://drive.google.com/file/d/1pOYN7eluLCuMGbkPoeFDNsyVyQIpYEro/view?usp=drivesdk,2025-09-28
Dirty Nipple,"[{""name"":""Kahlua"",""measure"":""""},{""name"":""Sambuca"",""measure"":""""},{""name"":""Baileys irish cream"",""measure"":""""}]","energy_indulgent,time_nightcap","style_classic,flavor_coffee,flavor_sweet,diet_dairy,texture_creamy",cat_shot_shooter,"Layer Kahlua, then Sambuca, and finally Baileys Irish Cream in a shot glass, ensuring Baileys sits on top.",glass_shot,none,3 minutes,Medium,https://drive.google.com/file/d/1bejZcvRAL9tsbGNUuM_ee13EvgRl-B-K/view?usp=drivesdk,2025-09-28
Dirty Snowmen,"[{""name"":""melted chocolate, for rim"",""measure"":""""},{""name"":""chocolate shavings"",""measure"":""""},{""name"":""vanilla ice cream"",""measure"":""""},{""name"":""hot chocolate"",""measure"":""""},{""name"":""Baileys"",""measure"":""""},{""name"":""Whipped cream, for serving"",""measure"":""""}]","energy_cozy_warming,intent_dessert","style_contemporary_classic,flavor_chocolate,diet_dairy,texture_creamy,occ_brunch",cat_hot,"Rim a glass with melted chocolate and coat with chocolate shavings. In the glass, combine vanilla ice cream, hot chocolate, and Baileys, then top with whipped cream.",glass_coffee_mug,none,4 minutes,Easy,https://drive.google.com/file/d/19UlGxMgR0a6ot0MQhkQs3B-EbTevH55B/view?usp=drivesdk,2025-09-28
Dolce Vita,"[{""name"":""part of gancia"",""measure"":""""},{""name"":""parts of sparkling wine"",""measure"":""""},{""name"":""aromatic bitter drops"",""measure"":""""},{""name"":""slice of orange"",""measure"":""""},{""name"":""Ice"",""measure"":""""}]","energy_light_refreshing,time_aperitif","style_spritz,flavor_citrus,strength_low_abv,serve_bubbly,occ_brunch",cat_spritz_sparkling,"Fill a glass with ice, then add equal parts of gancia and sparkling wine, followed by a few drops of aromatic bitters. Stir gently and garnish with a slice of orange.",glass_coffee_mug,orange slice,2 minutes,Easy,https://drive.google.com/file/d/1z1GZOo18zKwVndDXRFPuFYxo0QK18fEh/view?usp=drivesdk,2025-09-28
Dole Whip Lemonade,"[{""name"":""frozen pineapple"",""measure"":""""},{""name"":""lemonade"",""measure"":""""},{""name"":""coconut milk"",""measure"":""""},{""name"":""Pineapple wedges, (garnishing)"",""measure"":""""},{""name"":""Maraschino cherries, (garnishing)"",""measure"":""""}]","season_tropical,occ_party_high_energy","style_tiki,flavor_fruity,texture_creamy,serve_frozen,season_summer,occ_party",cat_frozen_blended,"Blend frozen pineapple, lemonade, and coconut milk until smooth, then serve in a tall glass. Garnish with pineapple wedges and maraschino cherries.",glass_coffee_mug,pineapple wedge + maraschino cherry,5 minutes,Medium,https://drive.google.com/file/d/1COiXiwt7_UKFDTk69JKeo6EcwYWck0fF/view?usp=drivesdk,2025-09-28
Dom Pedro,"[{""name"":""Amarula Cream"",""measure"":""""},{""name"":""Frangelico"",""measure"":""""},{""name"":""Vanilla Ice-cream"",""measure"":""""},{""name"":""Coconut cream"",""measure"":""""},{""name"":""Pinch of cinnamon"",""measure"":""""},{""name"":""of grated chocolate"",""measure"":""""}]","energy_indulgent,intent_dessert","style_contemporary_classic,flavor_sweet,diet_dairy,texture_creamy",cat_milk_egg_cream,"Blend equal parts Amarula Cream and Frangelico with a scoop of vanilla ice cream and a splash of coconut cream until smooth. Serve in a chilled glass, then sprinkle with a pinch of cinnamon and grated chocolate on top.",glass_coffee_mug,none,4 minutes,Easy,https://drive.google.com/file/d/1bHrYdWCicKpfz9kY6jmgCYIc1b5LZeYk/view?usp=drivesdk,2025-09-28
Doodh Cola,"[{""name"":""Chilled Milk"",""measure"":""""},{""name"":""Chilled Cola"",""measure"":""""},{""name"":""Ice Cubes"",""measure"":""""}]","energy_relaxed,time_brunchy","style_contemporary_classic,diet_dairy,serve_on_rocks",cat_soft_zero_proof,"Fill a glass with ice cubes, then pour in chilled milk followed by chilled cola, allowing them to mix gently.",glass_coffee_mug,none,2 minutes,Easy,https://drive.google.com/file/d/16MgLsWJlr2ctnnmskYZg-g6p-AZDWpi5/view?usp=drivesdk,2025-09-28
Dorflinger,"[{""name"":""Gin"",""measure"":""""},{""name"":""Absinthe"",""measure"":""""},{""name"":""Orange Bitters"",""measure"":""""}]","energy_smooth,time_aperitif","style_classic,flavor_citrus,strength_moderate,serve_up",cat_short_spirit_forward,"Combine gin, absinthe, and orange bitters in a mixing glass with ice, then strain into a chilled coupe.",glass_coffee_mug,none,2 minutes,Medium,https://drive.google.com/file/d/1bUXqGLQ_XmwNe8676MFFsqF7YWho0cS7/view?usp=drivesdk,2025-09-28
Downshift,"[{""name"":""Fruit punch"",""measure"":""2 part""},{""name"":""Sprite"",""measure"":""1 part""},{""name"":""Tequila"",""measure"":""2 shots""},{""name"":""151 proof rum"",""measure"":""Float Bacardi""}]","occ_party_high_energy,season_tropical","style_contemporary_classic,flavor_fruity,strength_strong,serve_long",cat_punch_party,"In a hurricane glass, combine 1 part Sprite and 2 shots of tequila, then add 2 parts fruit punch. Float 151 proof rum on top.",glass_hurricane,none,3 minutes,Easy,https://drive.google.com/file/d/1Kj_WKA9kVhKiHOD6t7Eu0b-NQDmWm2v0/view?usp=drivesdk,2025-09-28
Dr. Disaronno,"[{""name"":""Disaronno"",""measure"":""""},{""name"":""Dr. Pepper"",""measure"":""""},{""name"":""Ice"",""measure"":""""}]","energy_smooth,time_nightcap","style_contemporary_classic,flavor_sweet,strength_moderate,serve_on_rocks",cat_soft_zero_proof,"Fill a glass with ice, then pour equal parts Disaronno and Dr. Pepper over the ice, stirring gently to combine.",glass_coffee_mug,none,2 minutes,Easy,https://drive.google.com/file/d/1IulLGIiw2zQmcWj9RbpQIANkpsId4pfq/view?usp=drivesdk,2025-09-28
Dragon Fruit Smoothie,"[{""name"":""cubed and frozen dragon fruit"",""measure"":""""},{""name"":""cubed and frozen mango"",""measure"":""""},{""name"":""frozen bananas (cut into quarters)"",""measure"":""""},{""name"":""almond milk"",""measure"":""""},{""name"":""lime juice"",""measure"":""""},{""name"":""whey protein powder"",""measure"":""""},{""name"":""ice cubes"",""measure"":""""}]","energy_light_refreshing,energy_bright_uplifting","style_new_era,flavor_fruity,diet_dairy,serve_frozen",cat_soft_zero_proof,"Blend cubed and frozen dragon fruit, cubed and frozen mango, frozen banana quarters, almond milk, lime juice, whey protein powder, and ice cubes until smooth. Serve immediately.",glass_coffee_mug,none,4 minutes,Easy,https://drive.google.com/file/d/1nUygUJr7jRTpdVyTXM-y7BeoLdEb4BSb/view?usp=drivesdk,2025-09-28
Dragon's Breath Mojito,"[{""name"":""white rum"",""measure"":""""},{""name"":""fresh lime juice"",""measure"":""""},{""name"":""simple syrup"",""measure"":""""},{""name"":""fresh mint leaves"",""measure"":""""},{""name"":""red chili (sliced thinly, seeds removed for less spice)"",""measure"":""""},{""name"":""club soda (to top)"",""measure"":""""},{""name"":""ice (as needed)"",""measure"":""""}]","energy_light_refreshing,season_tropical","style_new_era,flavor_citrus,flavor_spicy,serve_long,tech_built",cat_highball_long,"Muddle fresh mint leaves and sliced red chili in a glass, then add white rum, fresh lime juice, and simple syrup; fill with ice and top with club soda, stirring gently to combine.",glass_coffee_mug,mint sprig + lime wedge,4 minutes,Medium,https://drive.google.com/file/d/1TN61wsEE-qIXa7VOnuZSpuIKwGou0JXZ/view?usp=drivesdk,2025-09-28
Dragonfly,"[{""name"":""Gin"",""measure"":""1 1/2 oz""},{""name"":""Ginger ale"",""measure"":""4 oz""},{""name"":""Lime"",""measure"":""1""}]","energy_light_refreshing,time_aperitif","style_contemporary_classic,flavor_citrus,serve_long",cat_highball_long,"Fill a highball glass with ice, then combine 1 1/2 oz gin and 4 oz ginger ale, stirring gently. Squeeze in lime juice and drop the wedge into the glass.",glass_highball,lime wedge,2 minutes,Easy,https://drive.google.com/file/d/1LjIljsJLpJ7zgA1m0ltraslGPMtffBli/view?usp=drivesdk,2025-09-28
Drinking Chocolate,"[{""name"":""Heavy cream"",""measure"":""2 oz""},{""name"":""Milk"",""measure"":""6-8 oz""},{""name"":""Cinnamon"",""measure"":""1 stick""},{""name"":""Vanilla"",""measure"":""1""},{""name"":""Chocolate"",""measure"":""2 oz finely chopped dark""},{""name"":""Whipped cream"",""measure"":""Fresh""}]","energy_cozy_warming,intent_dessert","style_contemporary_classic,flavor_chocolate,diet_dairy,texture_creamy,occ_brunch",cat_soft_zero_proof,"Slowly heat 2 oz of heavy cream, 6-8 oz of milk, 1 cinnamon stick, and 1 vanilla bean for 15-20 minutes; remove the cinnamon and bean, then stir in 2 oz of finely chopped dark chocolate until melted. Serve in a coffee mug topped with fresh whipped cream.",glass_coffee_mug,none,2 minutes,Easy,https://drive.google.com/file/d/1F1mH7FZLYpw3g72Ew0FZqzqvOFUarm9M/view?usp=drivesdk,2025-09-28
Drunken Monkey Cocktail,"[{""name"":""orange-pineapple juice blend"",""measure"":""""},{""name"":""coconut rum"",""measure"":""""},{""name"":""spiced rum"",""measure"":""""},{""name"":""bitters"",""measure"":""""},{""name"":""Fresh ground netmeg"",""measure"":""""},{""name"":""Maraschino cherries in juices"",""measure"":""""},{""name"":""Lime slices"",""measure"":""""},{""name"":""Fresh Pineapple wedges"",""measure"":""""}]","season_tropical,season_tiki,occ_party_high_energy","style_tiki,flavor_fruity,flavor_citrus,strength_moderate,season_summer,setting_beach",cat_tiki_tropical,"Combine orange-pineapple juice blend, coconut rum, spiced rum, and bitters in a shaker with ice, then strain into a glass. Garnish with fresh ground nutmeg, maraschino cherries, lime slices, and fresh pineapple wedges.",glass_coffee_mug,maraschino cherry + pineapple wedge,6 minutes,Medium,https://drive.google.com/file/d/1ifPJ5_Ii9Mz0GJwk87cyhCEzRdOsy3PS/view?usp=drivesdk,2025-09-28
Drunken Peanut Butter Cups,"[{""name"":""vodka"",""measure"":""""},{""name"":""Reese's Pieces"",""measure"":""""},{""name"":""ice"",""measure"":""""},{""name"":""Reese's infused vodka"",""measure"":""""},{""name"":""milk"",""measure"":""""},{""name"":""Chocolate Liquer"",""measure"":""""},{""name"":""Peanut Butter (optional, for garnishing the rim of the glass)"",""measure"":""""},{""name"":""Crushed Reese's Pieces (optional, for garnishing the rim of the glass)"",""measure"":""""},{""name"":""Reese's Cups (as garnish)"",""measure"":""""},{""name"":""chocolate syrup"",""measure"":""""}]","energy_indulgent,intent_dessert","style_contemporary_classic,flavor_chocolate,flavor_sweet,diet_dairy,serve_up",cat_soft_zero_proof,"Rim a glass with peanut butter and crushed Reese's Pieces if desired. Combine vodka, Reese's infused vodka, milk, Chocolate Liqueur, and ice in a shaker, then strain into the prepared glass. Drizzle chocolate syrup on top and garnish with Reese's Cups.",glass_coffee_mug,none,6 minutes,Medium,https://drive.google.com/file/d/1rThH5lKpKDPAk24QALXC6Lu9pvFLQJSq/view?usp=drivesdk,2025-09-28
Dry Martini,"[{""name"":""Gin"",""measure"":""1 2/3 oz""},{""name"":""Dry Vermouth"",""measure"":""1/3 oz""},{""name"":""Olive"",""measure"":""1""}]","energy_bold_spirit_forward,occ_soiree","style_classic,strength_strong,serve_up",cat_short_spirit_forward,"Combine 1 2/3 oz gin and 1/3 oz dry vermouth in a mixing glass with ice, stir well, then fine strain into a chilled cocktail glass. Garnish with an olive.",glass_martini,olive,2 minutes,Medium,https://drive.google.com/file/d/1Vgf_5lKSRbjJbKvCbvAV3c00Z32u7ZN5/view?usp=drivesdk,2025-09-28
